Time (s),Agent ID,Distance
140.032,121,9.36071
140.032,122,9.28799
140.032,123,12.2145
140.033,121,9.36071
140.033,122,9.28799
140.033,123,12.2145
140.049,121,9.36071
140.049,122,9.28799
140.049,123,12.2145
140.05,121,9.36071
140.05,122,9.28799
140.05,123,12.2145
140.066,121,9.36071
140.066,122,9.28799
140.066,123,12.2145
140.067,121,9.36325
140.067,122,9.29003
140.067,123,12.2005
140.068,121,9.36325
140.068,122,9.29003
140.068,123,12.2005
140.084,121,9.36325
140.084,122,9.29003
140.084,123,12.2005
140.085,121,9.36325
140.085,122,9.29003
140.085,123,12.2005
140.101,121,9.36325
140.101,122,9.29003
140.101,123,12.2005
140.102,121,9.36545
140.102,122,9.2918
140.102,123,12.1862
140.103,121,9.36545
140.103,122,9.2918
140.103,123,12.1862
140.119,121,9.36545
140.119,122,9.2918
140.119,123,12.1862
140.12,121,9.36545
140.12,122,9.2918
140.12,123,12.1862
140.121,121,9.36545
140.121,122,9.2918
140.121,123,12.1862
140.137,121,9.36545
140.137,122,9.2918
140.137,123,12.1862
140.138,121,9.36735
140.138,122,9.2934
140.138,123,12.1716
140.139,121,9.36735
140.139,122,9.2934
140.139,123,12.1716
140.155,121,9.36735
140.155,122,9.2934
140.155,123,12.1716
140.156,121,9.36735
140.156,122,9.2934
140.156,123,12.1716
140.172,121,9.36735
140.172,122,9.2934
140.172,123,12.1716
140.173,121,9.36899
140.173,122,9.29482
140.173,123,12.1568
140.174,121,9.36899
140.174,122,9.29482
140.174,123,12.1568
140.19,121,9.36899
140.19,122,9.29482
140.19,123,12.1568
140.191,121,9.36899
140.191,122,9.29482
140.191,123,12.1568
140.192,121,9.36899
140.192,122,9.29482
140.192,123,12.1568
140.208,121,9.36899
140.208,122,9.29482
140.208,123,12.1568
140.209,121,9.37029
140.209,122,9.29586
140.209,123,12.1417
140.21,121,9.37029
140.21,122,9.29586
140.21,123,12.1417
140.226,121,9.37029
140.226,122,9.29586
140.226,123,12.1417
140.227,121,9.37029
140.227,122,9.29586
140.227,123,12.1417
140.228,121,9.37029
140.228,122,9.29586
140.228,123,12.1417
140.244,121,9.37029
140.244,122,9.29586
140.244,123,12.1417
140.245,121,9.37131
140.245,122,9.29676
140.245,123,12.1265
140.246,121,9.37131
140.246,122,9.29676
140.246,123,12.1265
140.262,121,9.37131
140.262,122,9.29676
140.262,123,12.1265
140.263,121,9.37131
140.263,122,9.29676
140.263,123,12.1265
140.264,121,9.37131
140.264,122,9.29676
140.264,123,12.1265
140.28,121,9.37131
140.28,122,9.29676
140.28,123,12.1265
140.281,121,9.37208
140.281,122,9.29759
140.281,123,12.111
140.297,121,9.37208
140.297,122,9.29759
140.297,123,12.111
140.298,121,9.37208
140.298,122,9.29759
140.298,123,12.111
140.299,121,9.37208
140.299,122,9.29759
140.299,123,12.111
140.315,121,9.37208
140.315,122,9.29759
140.315,123,12.111
140.316,121,9.37252
140.316,122,9.29813
140.316,123,12.0952
140.332,121,9.37252
140.332,122,9.29813
140.332,123,12.0952
140.333,121,9.37252
140.333,122,9.29813
140.333,123,12.0952
140.334,121,9.37252
140.334,122,9.29813
140.334,123,12.0952
140.35,121,9.37252
140.35,122,9.29813
140.35,123,12.0952
140.351,121,9.37265
140.351,122,9.29838
140.351,123,12.0791
140.367,121,9.37265
140.367,122,9.29838
140.367,123,12.0791
140.368,121,9.37265
140.368,122,9.29838
140.368,123,12.0791
140.369,121,9.37265
140.369,122,9.29838
140.369,123,12.0791
140.385,121,9.37265
140.385,122,9.29838
140.385,123,12.0791
140.386,121,9.37255
140.386,122,9.2985
140.386,123,12.0629
140.387,121,9.37255
140.387,122,9.2985
140.387,123,12.0629
140.403,121,9.37255
140.403,122,9.2985
140.403,123,12.0629
140.404,121,9.37255
140.404,122,9.2985
140.404,123,12.0629
140.405,121,9.37255
140.405,122,9.2985
