Init Agent Position X,Init Agent Position Y,Goal Agent Position X,Goal Agent Position Y,Time to goal (s),Path Lenght to goal (m),Avg Agent Speed (m/s),Min Ditance to Person (m),Max Time in Personal Area (s),Agent Id
12.3689,4.34852,-3.04293,2.63834,30.065,15.7066,0.5365,1.63414,0,0
