Time (s),Agent ID,Distance
140.034,293,13.0696
140.034,294,9.91215
140.034,295,14.1537
140.034,296,14.4333
140.034,297,14.9971
140.034,298,15.8594
140.034,299,3.94596
140.034,300,6.26449
140.034,301,6.06723
140.034,302,7.99216
140.035,293,13.0696
140.035,294,9.91215
140.035,295,14.1537
140.035,296,14.4333
140.035,297,14.9971
140.035,298,15.8594
140.035,299,3.94596
140.035,300,6.26449
140.035,301,6.06723
140.035,302,7.99216
140.043,293,13.0696
140.043,294,9.91215
140.043,295,14.1537
140.043,296,14.4333
140.043,297,14.9971
140.043,298,15.8594
140.043,299,3.94596
140.043,300,6.26449
140.043,301,6.06723
140.043,302,7.99216
140.044,293,13.0696
140.044,294,9.91215
140.044,295,14.1537
140.044,296,14.4333
140.044,297,14.9971
140.044,298,15.8594
140.044,299,3.94596
140.044,300,6.26449
140.044,301,6.06723
140.044,302,7.99216
140.045,293,13.0696
140.045,294,9.91215
140.045,295,14.1537
140.045,296,14.4333
140.045,297,14.9971
140.045,298,15.8594
140.045,299,3.94596
140.045,300,6.26449
140.045,301,6.06723
140.045,302,7.99216
140.053,293,13.0696
140.053,294,9.91215
140.053,295,14.1537
140.053,296,14.4333
140.053,297,14.9971
140.053,298,15.8594
140.053,299,3.94596
140.053,300,6.26449
140.053,301,6.06723
140.053,302,7.99216
140.054,293,13.0696
140.054,294,9.91215
140.054,295,14.1537
140.054,296,14.4333
140.054,297,14.9971
140.054,298,15.8594
140.054,299,3.94596
140.054,300,6.26449
140.054,301,6.06723
140.054,302,7.99216
140.055,293,13.0696
140.055,294,9.91215
140.055,295,14.1537
140.055,296,14.4333
140.055,297,14.9971
140.055,298,15.8594
140.055,299,3.94596
140.055,300,6.26449
140.055,301,6.06723
140.055,302,7.99216
140.063,293,13.0696
140.063,294,9.91215
140.063,295,14.1537
140.063,296,14.4333
140.063,297,14.9971
140.063,298,15.8594
140.063,299,3.94596
140.063,300,6.26449
140.063,301,6.06723
140.063,302,7.99216
140.064,293,13.0696
140.064,294,9.91215
140.064,295,14.1537
140.064,296,14.4333
140.064,297,14.9971
140.064,298,15.8594
140.064,299,3.94596
140.064,300,6.26449
140.064,301,6.06723
140.064,302,7.99216
140.065,293,13.0696
140.065,294,9.91215
140.065,295,14.1537
140.065,296,14.4333
140.065,297,14.9971
140.065,298,15.8594
140.065,299,3.94596
140.065,300,6.26449
140.065,301,6.06723
140.065,302,7.99216
140.073,293,13.0967
140.073,294,9.88311
140.073,295,14.1518
140.073,296,14.4313
140.073,297,14.9954
140.073,298,15.8577
140.073,299,3.92745
140.073,300,6.23884
140.073,301,6.04168
140.073,302,7.96424
140.074,293,13.0967
140.074,294,9.88311
140.074,295,14.1518
140.074,296,14.4313
140.074,297,14.9954
140.074,298,15.8577
140.074,299,3.92745
140.074,300,6.23884
140.074,301,6.04168
140.074,302,7.96424
140.075,293,13.0967
140.075,294,9.88311
140.075,295,14.1518
140.075,296,14.4313
140.075,297,14.9954
140.075,298,15.8577
140.075,299,3.92745
140.075,300,6.23884
140.075,301,6.04168
140.075,302,7.96424
140.083,293,13.0967
140.083,294,9.88311
140.083,295,14.1518
140.083,296,14.4313
140.083,297,14.9954
140.083,298,15.8577
140.083,299,3.92745
140.083,300,6.23884
140.083,301,6.04168
140.083,302,7.96424
140.084,293,13.0967
140.084,294,9.88311
140.084,295,14.1518
140.084,296,14.4313
140.084,297,14.9954
140.084,298,15.8577
140.084,299,3.92745
140.084,300,6.23884
140.084,301,6.04168
140.084,302,7.96424
140.085,293,13.0967
140.085,294,9.88311
140.085,295,14.1518
140.085,296,14.4313
140.085,297,14.9954
140.085,298,15.8577
140.085,299,3.92745
140.085,300,6.23884
140.085,301,6.04168
140.085,302,7.96424
140.093,293,13.0967
140.093,294,9.88311
140.093,295,14.1518
140.093,296,14.4313
140.093,297,14.9954
140.093,298,15.8577
140.093,299,3.92745
140.093,300,6.23884
140.093,301,6.04168
140.093,302,7.96424
140.094,293,13.0967
140.094,294,9.88311
140.094,295,14.1518
140.094,296,14.4313
140.094,297,14.9954
140.094,298,15.8577
140.094,299,3.92745
140.094,300,6.23884
140.094,301,6.04168
140.094,302,7.96424
140.095,293,13.0967
140.095,294,9.88311
140.095,295,14.1518
140.095,296,14.4313
140.095,297,14.9954
140.095,298,15.8577
140.095,299,3.92745
140.095,300,6.23884
140.095,301,6.04168
140.095,302,7.96424
140.103,293,13.0967
140.103,294,9.88311
140.103,295,14.1518
140.103,296,14.4313
140.103,297,14.9954
140.103,298,15.8577
140.103,299,3.92745
140.103,300,6.23884
140.103,301,6.04168
140.103,302,7.96424
140.104,293,13.1249
140.104,294,9.85505
140.104,295,14.1513
140.104,296,14.4311
140.104,297,14.995
140.104,298,15.8573
140.104,299,3.90997
140.104,300,6.21464
140.104,301,6.01839
140.104,302,7.93805
140.105,293,13.1249
140.105,294,9.85505
140.105,295,14.1513
140.105,296,14.4311
140.105,297,14.995
140.105,298,15.8573
140.105,299,3.90997
140.105,300,6.21464
140.105,301,6.01839
140.105,302,7.93805
140.113,293,13.1249
140.113,294,9.85505
140.113,295,14.1513
140.113,296,14.4311
140.113,297,14.995
140.113,298,15.8573
140.113,299,3.90997
140.113,300,6.21464
140.113,301,6.01839
140.113,302,7.93805
140.114,293,13.1249
140.114,294,9.85505
140.114,295,14.1513
140.114,296,14.4311
140.114,297,14.995
140.114,298,15.8573
140.114,299,3.90997
140.114,300,6.21464
140.114,301,6.01839
