Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.037,140.478,0.441
254,140.037,142.174,2.137
259,148.872,151.359,2.487
263,154.487,156.319,1.832
268,154.759,155.775,1.016
276,161.489,162.234,0.745
285,171.55,172.133,0.583
