Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.034,140.682,0.648
254,140.034,143.097,3.063
259,152.651,156.187,3.536
263,160.67,163.327,2.657
268,161.078,162.544,1.466
276,170.666,171.754,1.088
285,185.082,185.898,0.816
