Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.032,140.679,0.647
254,140.032,143.095,3.063
259,152.648,156.184,3.536
263,160.672,163.327,2.655
268,161.08,162.544,1.464
276,170.671,171.759,1.088
285,185.087,185.903,0.816
