Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.032,140.479,0.447
254,140.032,142.175,2.143
259,148.872,151.359,2.487
263,154.487,156.319,1.832
268,154.759,155.775,1.016
276,161.487,162.239,0.752
285,171.551,172.128,0.577
