Time (s),Agent ID,Distance
140.04,70,5.52991
140.04,71,6.26681
140.04,72,5.06239
140.04,73,5.4494
140.04,74,7.71447
140.04,75,7.52109
140.04,76,8.15949
140.04,78,14.9304
140.041,70,5.52991
140.041,71,6.26681
140.041,72,5.06239
140.041,73,5.4494
140.041,74,7.71447
140.041,75,7.52109
140.041,76,8.15949
140.041,78,14.9304
140.053,70,5.52991
140.053,71,6.26681
140.053,72,5.06239
140.053,73,5.4494
140.053,74,7.71447
140.053,75,7.52109
140.053,76,8.15949
140.053,78,14.9304
140.054,70,5.52991
140.054,71,6.26681
140.054,72,5.06239
140.054,73,5.4494
140.054,74,7.71447
140.054,75,7.52109
140.054,76,8.15949
140.054,78,14.9304
140.055,70,5.52991
140.055,71,6.26681
140.055,72,5.06239
140.055,73,5.4494
140.055,74,7.71447
140.055,75,7.52109
140.055,76,8.15949
140.055,78,14.9304
140.067,70,5.52991
140.067,71,6.26681
140.067,72,5.06239
140.067,73,5.4494
140.067,74,7.71447
140.067,75,7.52109
140.067,76,8.15949
140.067,78,14.9304
140.068,70,5.51996
140.068,71,6.25726
140.068,72,5.05279
140.068,73,5.43995
140.068,74,7.71867
140.068,75,7.52428
140.068,76,8.16214
140.068,78,14.9227
140.069,70,5.51996
140.069,71,6.25726
140.069,72,5.05279
140.069,73,5.43995
140.069,74,7.71867
140.069,75,7.52428
140.069,76,8.16214
140.069,78,14.9227
140.081,70,5.51996
140.081,71,6.25726
140.081,72,5.05279
140.081,73,5.43995
140.081,74,7.71867
140.081,75,7.52428
140.081,76,8.16214
140.081,78,14.9227
140.082,70,5.51996
140.082,71,6.25726
140.082,72,5.05279
140.082,73,5.43995
140.082,74,7.71867
140.082,75,7.52428
140.082,76,8.16214
140.082,78,14.9227
140.083,70,5.51996
140.083,71,6.25726
140.083,72,5.05279
140.083,73,5.43995
140.083,74,7.71867
140.083,75,7.52428
140.083,76,8.16214
140.083,78,14.9227
140.095,70,5.51996
140.095,71,6.25726
140.095,72,5.05279
140.095,73,5.43995
140.095,74,7.71867
140.095,75,7.52428
140.095,76,8.16214
140.095,78,14.9227
140.096,70,5.51996
140.096,71,6.25726
140.096,72,5.05279
140.096,73,5.43995
140.096,74,7.71867
140.096,75,7.52428
140.096,76,8.16214
140.096,78,14.9227
140.097,70,5.51996
140.097,71,6.25726
140.097,72,5.05279
140.097,73,5.43995
140.097,74,7.71867
140.097,75,7.52428
140.097,76,8.16214
140.097,78,14.9227
140.109,70,5.51996
140.109,71,6.25726
140.109,72,5.05279
140.109,73,5.43995
140.109,74,7.71867
140.109,75,7.52428
140.109,76,8.16214
140.109,78,14.9227
140.11,70,5.50974
140.11,71,6.24744
140.11,72,5.04291
140.11,73,5.4302
140.11,74,7.72267
140.11,75,7.5273
140.11,76,8.16448
140.11,78,14.9145
140.111,70,5.50974
140.111,71,6.24744
140.111,72,5.04291
140.111,73,5.4302
140.111,74,7.72267
140.111,75,7.5273
140.111,76,8.16448
140.111,78,14.9145
140.123,70,5.50974
140.123,71,6.24744
140.123,72,5.04291
140.123,73,5.4302
140.123,74,7.72267
140.123,75,7.5273
140.123,76,8.16448
140.123,78,14.9145
140.124,70,5.50974
140.124,71,6.24744
140.124,72,5.04291
140.124,73,5.4302
140.124,74,7.72267
140.124,75,7.5273
140.124,76,8.16448
140.124,78,14.9145
140.125,70,5.50974
140.125,71,6.24744
140.125,72,5.04291
140.125,73,5.4302
140.125,74,7.72267
140.125,75,7.5273
140.125,76,8.16448
140.125,78,14.9145
140.137,70,5.50974
140.137,71,6.24744
140.137,72,5.04291
140.137,73,5.4302
140.137,74,7.72267
140.137,75,7.5273
140.137,76,8.16448
140.137,78,14.9145
140.138,70,5.49927
140.138,71,6.23737
140.138,72,5.0328
140.138,73,5.42017
140.138,74,7.72644
140.138,75,7.53009
140.138,76,8.16658
