Time (s),x,y
140.041,-0.98652,5.32789
140.042,-0.98652,5.32789
140.057,-0.98652,5.32789
140.058,-0.98652,5.32789
140.059,-0.98652,5.32789
140.074,-0.98652,5.32789
140.075,-0.979679,5.32527
140.076,-0.979679,5.32527
140.091,-0.979679,5.32527
140.092,-0.979679,5.32527
140.093,-0.979679,5.32527
140.108,-0.979679,5.32527
140.109,-0.972407,5.32283
140.11,-0.972407,5.32283
140.125,-0.972407,5.32283
140.126,-0.972407,5.32283
140.127,-0.972407,5.32283
140.142,-0.972407,5.32283
140.143,-0.964747,5.3213
140.144,-0.964747,5.3213
140.159,-0.964747,5.3213
140.16,-0.964747,5.3213
140.161,-0.964747,5.3213
140.176,-0.964747,5.3213
140.177,-0.956675,5.31976
140.178,-0.956675,5.31976
140.193,-0.956675,5.31976
140.194,-0.956675,5.31976
140.195,-0.956675,5.31976
140.21,-0.956675,5.31976
140.211,-0.948217,5.31856
140.212,-0.948217,5.31856
140.227,-0.948217,5.31856
140.228,-0.948217,5.31856
140.229,-0.948217,5.31856
140.244,-0.948217,5.31856
140.245,-0.939378,5.31746
140.246,-0.939378,5.31746
140.261,-0.939378,5.31746
140.262,-0.939378,5.31746
140.263,-0.939378,5.31746
140.278,-0.939378,5.31746
140.279,-0.930159,5.31611
140.28,-0.930159,5.31611
140.295,-0.930159,5.31611
140.296,-0.930159,5.31611
140.297,-0.930159,5.31611
140.312,-0.930159,5.31611
140.313,-0.920605,5.31541
140.314,-0.920605,5.31541
140.329,-0.920605,5.31541
140.33,-0.920605,5.31541
140.331,-0.920605,5.31541
140.346,-0.920605,5.31541
140.347,-0.910721,5.31514
140.348,-0.910721,5.31514
140.363,-0.910721,5.31514
140.364,-0.910721,5.31514
140.365,-0.910721,5.31514
140.38,-0.910721,5.31514
140.381,-0.900486,5.31434
140.382,-0.900486,5.31434
140.397,-0.900486,5.31434
140.398,-0.900486,5.31434
140.399,-0.900486,5.31434
140.414,-0.900486,5.31434
140.415,-0.889941,5.31377
140.416,-0.889941,5.31377
140.431,-0.889941,5.31377
140.432,-0.889941,5.31377
140.433,-0.889941,5.31377
140.448,-0.889941,5.31377
140.449,-0.879107,5.31371
140.45,-0.879107,5.31371
140.465,-0.879107,5.31371
140.466,-0.879107,5.31371
140.467,-0.879107,5.31371
140.482,-0.879107,5.31371
140.483,-0.867968,5.31327
140.484,-0.867968,5.31327
140.499,-0.867968,5.31327
140.5,-0.867968,5.31327
140.501,-0.867968,5.31327
140.516,-0.867968,5.31327
140.517,-0.856555,5.31296
140.518,-0.856555,5.31296
140.533,-0.856555,5.31296
140.534,-0.856555,5.31296
140.535,-0.856555,5.31296
140.55,-0.856555,5.31296
140.551,-0.844896,5.31331
140.552,-0.844896,5.31331
140.567,-0.844896,5.31331
140.568,-0.844896,5.31331
140.569,-0.844896,5.31331
140.584,-0.844896,5.31331
140.585,-0.832979,5.31348
140.586,-0.832979,5.31348
140.601,-0.832979,5.31348
140.602,-0.832979,5.31348
140.603,-0.832979,5.31348
140.618,-0.832979,5.31348
140.619,-0.820809,5.3132
140.62,-0.820809,5.3132
140.635,-0.820809,5.3132
140.636,-0.820809,5.3132
140.637,-0.820809,5.3132
140.652,-0.820809,5.3132
140.653,-0.808431,5.31359
140.654,-0.808431,5.31359
140.669,-0.808431,5.31359
140.67,-0.808431,5.31359
140.671,-0.808431,5.31359
140.686,-0.808431,5.31359
140.687,-0.795843,5.31411
140.688,-0.795843,5.31411
140.703,-0.795843,5.31411
140.704,-0.795843,5.31411
140.705,-0.795843,5.31411
140.72,-0.795843,5.31411
140.721,-0.783048,5.31435
140.722,-0.783048,5.31435
140.737,-0.783048,5.31435
140.738,-0.783048,5.31435
140.739,-0.783048,5.31435
140.754,-0.783048,5.31435
140.755,-0.770078,5.31511
140.756,-0.770078,5.31511
140.771,-0.770078,5.31511
140.772,-0.770078,5.31511
140.773,-0.770078,5.31511
140.788,-0.770078,5.31511
140.789,-0.756927,5.31558
140.79,-0.756927,5.31558
140.805,-0.756927,5.31558
140.806,-0.756927,5.31558
140.807,-0.756927,5.31558
140.822,-0.756927,5.31558
140.823,-0.743622,5.31636
140.824,-0.743622,5.31636
140.839,-0.743622,5.31636
140.84,-0.743622,5.31636
140.841,-0.743622,5.31636
140.856,-0.743622,5.31636
140.857,-0.730171,5.31726
140.858,-0.730171,5.31726
140.873,-0.730171,5.31726
140.874,-0.730171,5.31726
140.875,-0.730171,5.31726
140.89,-0.730171,5.31726
140.891,-0.716582,5.31803
140.892,-0.716582,5.31803
140.907,-0.716582,5.31803
140.908,-0.716582,5.31803
140.909,-0.716582,5.31803
140.924,-0.716582,5.31803
140.925,-0.702861,5.31824
140.926,-0.702861,5.31824
140.941,-0.702861,5.31824
140.942,-0.702861,5.31824
140.943,-0.702861,5.31824
140.958,-0.702861,5.31824
140.959,-0.689048,5.31929
140.96,-0.689048,5.31929
140.975,-0.689048,5.31929
140.976,-0.689048,5.31929
140.977,-0.689048,5.31929
140.992,-0.689048,5.31929
140.993,-0.675133,5.32001
140.994,-0.675133,5.32001
141.009,-0.675133,5.32001
141.01,-0.675133,5.32001
141.011,-0.675133,5.32001
141.026,-0.675133,5.32001
141.027,-0.661138,5.3209
141.028,-0.661138,5.3209
141.043,-0.661138,5.3209
141.044,-0.661138,5.3209
141.045,-0.661138,5.3209
141.06,-0.661138,5.3209
141.061,-0.647079,5.32208
141.062,-0.647079,5.32208
141.077,-0.647079,5.32208
141.078,-0.647079,5.32208
