Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.037,140.342,0.305
254,140.037,141.43,1.393
259,145.918,147.55,1.632
263,149.654,150.878,1.224
268,149.862,150.542,0.68
276,154.35,154.822,0.472
285,161.046,161.454,0.408
