Time (s),x,y
140.039,13.4607,6.34041
140.04,13.4607,6.34041
140.054,13.4607,6.34041
140.055,13.4607,6.34041
140.056,13.4607,6.34041
140.07,13.4607,6.34041
140.071,13.4459,6.35069
140.072,13.4459,6.35069
140.086,13.4459,6.35069
140.087,13.4459,6.35069
140.088,13.4459,6.35069
140.102,13.4459,6.35069
140.103,13.429,6.36064
140.104,13.429,6.36064
140.118,13.429,6.36064
140.119,13.429,6.36064
140.12,13.429,6.36064
140.134,13.429,6.36064
140.135,13.4102,6.37091
140.136,13.4102,6.37091
140.15,13.4102,6.37091
140.151,13.4102,6.37091
140.152,13.4102,6.37091
140.166,13.4102,6.37091
140.167,13.4102,6.37091
140.168,13.3896,6.38144
140.182,13.3896,6.38144
140.183,13.3896,6.38144
140.184,13.3896,6.38144
140.198,13.3896,6.38144
140.199,13.3896,6.38144
140.2,13.3896,6.38144
140.214,13.3896,6.38144
140.215,13.3676,6.39249
140.216,13.3676,6.39249
140.23,13.3676,6.39249
140.231,13.3676,6.39249
140.232,13.3676,6.39249
140.246,13.3676,6.39249
140.247,13.344,6.4033
140.248,13.344,6.4033
140.262,13.344,6.4033
140.263,13.344,6.4033
140.264,13.344,6.4033
140.278,13.344,6.4033
140.279,13.3187,6.41365
140.28,13.3187,6.41365
140.294,13.3187,6.41365
140.295,13.3187,6.41365
140.296,13.3187,6.41365
140.31,13.3187,6.41365
140.311,13.2925,6.4249
140.312,13.2925,6.4249
140.326,13.2925,6.4249
140.327,13.2925,6.4249
140.328,13.2925,6.4249
140.342,13.2925,6.4249
140.343,13.265,6.4356
140.344,13.265,6.4356
140.358,13.265,6.4356
140.359,13.265,6.4356
140.36,13.265,6.4356
140.374,13.265,6.4356
140.375,13.2364,6.44615
140.376,13.2364,6.44615
140.39,13.2364,6.44615
140.391,13.2364,6.44615
140.392,13.2364,6.44615
140.406,13.2364,6.44615
140.407,13.2068,6.45628
140.408,13.2068,6.45628
140.422,13.2068,6.45628
140.423,13.2068,6.45628
140.424,13.2068,6.45628
140.438,13.2068,6.45628
140.439,13.2068,6.45628
140.44,13.1767,6.46737
140.454,13.1767,6.46737
140.455,13.1767,6.46737
140.456,13.1767,6.46737
140.47,13.1767,6.46737
140.471,13.1767,6.46737
140.472,13.1767,6.46737
140.486,13.1767,6.46737
140.487,13.1459,6.47808
140.488,13.1459,6.47808
140.502,13.1459,6.47808
140.503,13.1459,6.47808
140.504,13.1459,6.47808
140.518,13.1459,6.47808
140.519,13.1145,6.48848
140.52,13.1145,6.48848
140.534,13.1145,6.48848
140.535,13.1145,6.48848
140.536,13.1145,6.48848
140.55,13.1145,6.48848
140.551,13.0824,6.49785
140.552,13.0824,6.49785
140.566,13.0824,6.49785
140.567,13.0824,6.49785
140.568,13.0824,6.49785
140.582,13.0824,6.49785
140.583,13.0499,6.50672
140.584,13.0499,6.50672
140.598,13.0499,6.50672
140.599,13.0499,6.50672
140.6,13.0499,6.50672
140.614,13.0499,6.50672
140.615,13.0173,6.5156
140.616,13.0173,6.5156
140.63,13.0173,6.5156
140.631,13.0173,6.5156
140.632,13.0173,6.5156
140.646,13.0173,6.5156
140.647,12.9844,6.52324
140.648,12.9844,6.52324
140.662,12.9844,6.52324
140.663,12.9844,6.52324
140.664,12.9844,6.52324
140.678,12.9844,6.52324
140.679,12.9449,6.50979
140.68,12.9449,6.50979
140.694,12.9449,6.50979
140.695,12.9449,6.50979
140.696,12.9449,6.50979
140.71,12.9449,6.50979
140.711,12.9449,6.50979
140.712,12.9123,6.51683
140.726,12.9123,6.51683
140.727,12.9123,6.51683
140.728,12.9123,6.51683
140.742,12.9123,6.51683
140.743,12.9123,6.51683
140.744,12.9123,6.51683
140.758,12.9123,6.51683
140.759,12.8799,6.52298
140.76,12.8799,6.52298
140.774,12.8799,6.52298
140.775,12.8799,6.52298
140.776,12.8799,6.52298
140.79,12.8799,6.52298
140.791,12.8483,6.53024
140.792,12.8483,6.53024
140.806,12.8483,6.53024
140.807,12.8483,6.53024
140.808,12.8483,6.53024
140.822,12.8483,6.53024
140.823,12.8177,6.53844
140.824,12.8177,6.53844
140.838,12.8177,6.53844
140.839,12.8177,6.53844
140.84,12.8177,6.53844
140.854,12.8177,6.53844
140.855,12.7877,6.54572
140.856,12.7877,6.54572
140.87,12.7877,6.54572
140.871,12.7877,6.54572
140.872,12.7877,6.54572
140.886,12.7877,6.54572
140.887,12.7588,6.55357
140.888,12.7588,6.55357
140.902,12.7588,6.55357
140.903,12.7588,6.55357
140.904,12.7588,6.55357
140.918,12.7588,6.55357
140.919,12.7311,6.5622
140.92,12.7311,6.5622
140.934,12.7311,6.5622
140.935,12.7311,6.5622
140.936,12.7311,6.5622
140.95,12.7311,6.5622
140.951,12.7042,6.56927
140.952,12.7042,6.56927
140.966,12.7042,6.56927
140.967,12.7042,6.56927
140.968,12.7042,6.56927
140.982,12.7042,6.56927
140.983,12.7042,6.56927
140.984,12.6789,6.57724
140.998,12.6789,6.57724
140.999,12.6789,6.57724
141,12.6789,6.57724
141.014,12.6789,6.57724
141.015,12.6789,6.57724
141.016,12.6789,6.57724
141.03,12.6789,6.57724
141.031,12.6547,6.5848
141.032,12.6547,6.5848
141.046,12.6547,6.5848
141.047,12.6547,6.5848
141.048,12.6547,6.5848
141.062,12.6547,6.5848
141.063,12.6309,6.59185
141.064,12.6309,6.59185
141.078,12.6309,6.59185
141.079,12.6309,6.59185
141.08,12.6309,6.59185
141.094,12.6309,6.59185
141.095,12.6076,6.5991
141.096,12.6076,6.5991
141.11,12.6076,6.5991
141.111,12.6076,6.5991
141.112,12.6076,6.5991
141.126,12.6076,6.5991
141.127,12.5845,6.60566
141.128,12.5845,6.60566
141.142,12.5845,6.60566
141.143,12.5845,6.60566
141.144,12.5845,6.60566
141.158,12.5845,6.60566
141.159,12.5618,6.61215
141.16,12.5618,6.61215
141.174,12.5618,6.61215
141.175,12.5618,6.61215
141.176,12.5618,6.61215
141.19,12.5618,6.61215
141.191,12.5395,6.6185
141.192,12.5395,6.6185
141.206,12.5395,6.6185
141.207,12.5395,6.6185
141.208,12.5395,6.6185
141.222,12.5395,6.6185
141.223,12.5175,6.62513
141.224,12.5175,6.62513
