Init Agent Position X,Init Agent Position Y,Goal Agent Position X,Goal Agent Position Y,Time to goal (s),Path Lenght to goal (m),Avg Agent Speed (m/s),Min Ditance to Person (m),Max Time in Personal Area (s),Agent Id,Ped. Collitions
9.77972,6.59247,-2.2091,3.66037,22.007,12.6928,0.585914,0.914935,1.767,125,0
