Time (s),x,y
140.034,12.3689,4.34852
140.035,12.3689,4.34852
140.047,12.3689,4.34852
140.048,12.3689,4.34852
140.049,12.3689,4.34852
140.061,12.3689,4.34852
140.062,12.3689,4.34852
140.063,12.3689,4.34852
140.075,12.3689,4.34852
140.076,12.3596,4.35307
140.077,12.3596,4.35307
140.089,12.3596,4.35307
140.09,12.3596,4.35307
140.091,12.3596,4.35307
140.103,12.3596,4.35307
140.104,12.3491,4.35694
140.105,12.3491,4.35694
140.117,12.3491,4.35694
140.118,12.3491,4.35694
140.119,12.3491,4.35694
140.131,12.3491,4.35694
140.132,12.3491,4.35694
140.133,12.3491,4.35694
140.145,12.3375,4.36036
140.146,12.3375,4.36036
140.147,12.3375,4.36036
140.159,12.3375,4.36036
140.16,12.3375,4.36036
140.161,12.3375,4.36036
140.173,12.3375,4.36036
140.174,12.3251,4.36344
140.175,12.3251,4.36344
140.187,12.3251,4.36344
140.188,12.3251,4.36344
140.189,12.3251,4.36344
140.201,12.3251,4.36344
140.202,12.3117,4.36636
140.203,12.3117,4.36636
140.215,12.3117,4.36636
140.216,12.3117,4.36636
140.217,12.3117,4.36636
140.229,12.3117,4.36636
140.23,12.3117,4.36636
140.231,12.3117,4.36636
140.243,12.3117,4.36636
140.244,12.2974,4.36921
140.245,12.2974,4.36921
140.257,12.2974,4.36921
140.258,12.2974,4.36921
140.259,12.2974,4.36921
140.271,12.2974,4.36921
140.272,12.283,4.37088
140.273,12.283,4.37088
140.285,12.283,4.37088
140.286,12.283,4.37088
140.287,12.283,4.37088
140.299,12.283,4.37088
140.3,12.283,4.37088
140.301,12.283,4.37088
140.313,12.283,4.37088
140.314,12.2676,4.3728
140.315,12.2676,4.3728
140.327,12.2676,4.3728
140.328,12.2676,4.3728
140.329,12.2676,4.3728
140.341,12.2676,4.3728
140.342,12.2519,4.3743
140.343,12.2519,4.3743
140.355,12.2519,4.3743
140.356,12.2519,4.3743
140.357,12.2519,4.3743
140.369,12.2519,4.3743
140.37,12.2519,4.3743
140.371,12.2519,4.3743
140.383,12.236,4.37538
140.384,12.236,4.37538
140.385,12.236,4.37538
140.397,12.236,4.37538
140.398,12.236,4.37538
140.399,12.236,4.37538
140.411,12.236,4.37538
140.412,12.2194,4.37653
140.413,12.2194,4.37653
140.425,12.2194,4.37653
140.426,12.2194,4.37653
140.427,12.2194,4.37653
140.439,12.2194,4.37653
140.44,12.2034,4.37704
140.441,12.2034,4.37704
140.453,12.2034,4.37704
140.454,12.2034,4.37704
140.455,12.2034,4.37704
140.467,12.2034,4.37704
140.468,12.2034,4.37704
140.469,12.2034,4.37704
140.481,12.2034,4.37704
140.482,12.1868,4.37761
140.483,12.1868,4.37761
140.495,12.1868,4.37761
140.496,12.1868,4.37761
140.497,12.1868,4.37761
140.509,12.1868,4.37761
140.51,12.17,4.37817
140.511,12.17,4.37817
140.523,12.17,4.37817
140.524,12.17,4.37817
140.525,12.17,4.37817
140.537,12.17,4.37817
140.538,12.17,4.37817
140.539,12.17,4.37817
140.551,12.17,4.37817
140.552,12.1536,4.37853
140.553,12.1536,4.37853
140.565,12.1536,4.37853
140.566,12.1536,4.37853
140.567,12.1536,4.37853
140.579,12.1536,4.37853
140.58,12.1368,4.37902
140.581,12.1368,4.37902
140.593,12.1368,4.37902
140.594,12.1368,4.37902
140.595,12.1368,4.37902
140.607,12.1368,4.37902
140.608,12.1368,4.37902
140.609,12.1368,4.37902
140.621,12.1204,4.37951
140.622,12.1204,4.37951
140.623,12.1204,4.37951
140.635,12.1204,4.37951
140.636,12.1204,4.37951
140.637,12.1204,4.37951
140.649,12.1204,4.37951
140.65,12.1037,4.38019
140.651,12.1037,4.38019
140.663,12.1037,4.38019
140.664,12.1037,4.38019
140.665,12.1037,4.38019
140.677,12.1037,4.38019
140.678,12.0872,4.381
140.679,12.0872,4.381
140.691,12.0872,4.381
140.692,12.0872,4.381
140.693,12.0872,4.381
140.705,12.0872,4.381
140.706,12.0872,4.381
140.707,12.0872,4.381
140.719,12.0872,4.381
140.72,12.0707,4.38202
140.721,12.0707,4.38202
140.733,12.0707,4.38202
140.734,12.0707,4.38202
140.735,12.0707,4.38202
140.747,12.0707,4.38202
140.748,12.0533,4.3832
140.749,12.0533,4.3832
140.761,12.0533,4.3832
140.762,12.0533,4.3832
140.763,12.0533,4.3832
140.775,12.0533,4.3832
140.776,12.0533,4.3832
140.777,12.0533,4.3832
140.789,12.0533,4.3832
140.79,12.0366,4.38462
140.791,12.0366,4.38462
140.803,12.0366,4.38462
140.804,12.0366,4.38462
140.805,12.0366,4.38462
140.817,12.0366,4.38462
140.818,12.0193,4.38621
140.819,12.0193,4.38621
140.831,12.0193,4.38621
140.832,12.0193,4.38621
140.833,12.0193,4.38621
140.845,12.0193,4.38621
140.846,12.0193,4.38621
140.847,12.0193,4.38621
140.859,12.0028,4.38809
140.86,12.0028,4.38809
140.861,12.0028,4.38809
140.873,12.0028,4.38809
140.874,12.0028,4.38809
140.875,12.0028,4.38809
140.887,12.0028,4.38809
140.888,11.9855,4.3901
140.889,11.9855,4.3901
140.901,11.9855,4.3901
140.902,11.9855,4.3901
140.903,11.9855,4.3901
140.915,11.9855,4.3901
140.916,11.9694,4.39241
140.917,11.9694,4.39241
140.929,11.9694,4.39241
140.93,11.9694,4.39241
140.931,11.9694,4.39241
140.943,11.9694,4.39241
140.944,11.9694,4.39241
140.945,11.9694,4.39241
140.957,11.9694,4.39241
140.958,11.9524,4.39481
140.959,11.9524,4.39481
140.971,11.9524,4.39481
140.972,11.9524,4.39481
140.973,11.9524,4.39481
140.985,11.9524,4.39481
140.986,11.9364,4.39735
140.987,11.9364,4.39735
140.999,11.9364,4.39735
141,11.9364,4.39735
141.001,11.9364,4.39735
141.013,11.9364,4.39735
141.014,11.9364,4.39735
141.015,11.9364,4.39735
141.027,11.9364,4.39735
141.028,11.9199,4.39994
141.029,11.9199,4.39994
141.041,11.9199,4.39994
141.042,11.9199,4.39994
