Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.033,140.953,0.92
254,140.033,144.353,4.32
259,157.713,162.642,4.929
263,168.969,172.641,3.672
268,169.481,171.521,2.04
276,182.909,184.437,1.528
285,203.102,204.229,1.127
