Time (s),x,y
140.033,12.9176,6.17424
140.034,12.9176,6.17424
140.042,12.9176,6.17424
140.043,12.9176,6.17424
140.044,12.9176,6.17424
140.052,12.9176,6.17424
140.053,12.9176,6.17424
140.054,12.9176,6.17424
140.062,12.9176,6.17424
140.063,12.9176,6.17424
140.064,12.9176,6.17424
140.072,12.9176,6.17424
140.073,12.9164,6.1752
140.074,12.9164,6.1752
140.082,12.9164,6.1752
140.083,12.9164,6.1752
140.084,12.9164,6.1752
140.092,12.9164,6.1752
140.093,12.9164,6.1752
140.094,12.9164,6.1752
140.102,12.9164,6.1752
140.103,12.9154,6.17623
140.104,12.9154,6.17623
140.112,12.9154,6.17623
140.113,12.9154,6.17623
140.114,12.9154,6.17623
140.122,12.9154,6.17623
140.123,12.9154,6.17623
140.124,12.9154,6.17623
140.132,12.9154,6.17623
140.133,12.9154,6.17623
140.134,12.9145,6.17716
140.142,12.9145,6.17716
140.143,12.9145,6.17716
140.144,12.9145,6.17716
140.152,12.9145,6.17716
140.153,12.9145,6.17716
140.154,12.9145,6.17716
140.162,12.9145,6.17716
140.163,12.9145,6.17716
140.164,12.9145,6.17716
140.172,12.9145,6.17716
140.173,12.9138,6.17809
140.174,12.9138,6.17809
140.182,12.9138,6.17809
140.183,12.9138,6.17809
140.184,12.9138,6.17809
140.192,12.9138,6.17809
140.193,12.9138,6.17809
140.194,12.9138,6.17809
140.202,12.9138,6.17809
140.203,12.9133,6.17865
140.204,12.9133,6.17865
140.212,12.9133,6.17865
140.213,12.9133,6.17865
140.214,12.9133,6.17865
140.222,12.9133,6.17865
140.223,12.9133,6.17865
140.224,12.9133,6.17865
140.232,12.9133,6.17865
140.233,12.9133,6.17865
140.234,12.9133,6.17865
140.242,12.9133,6.17865
140.243,12.9129,6.17893
140.244,12.9129,6.17893
140.252,12.9129,6.17893
140.253,12.9129,6.17893
140.254,12.9129,6.17893
140.262,12.9129,6.17893
140.263,12.9129,6.17893
140.264,12.9129,6.17893
140.272,12.9129,6.17893
140.273,12.9127,6.17911
140.274,12.9127,6.17911
140.282,12.9127,6.17911
140.283,12.9127,6.17911
140.284,12.9127,6.17911
140.292,12.9127,6.17911
140.293,12.9127,6.17911
140.294,12.9127,6.17911
140.302,12.9127,6.17911
140.303,12.9127,6.17911
140.304,12.9125,6.17925
140.312,12.9125,6.17925
140.313,12.9125,6.17925
140.314,12.9125,6.17925
140.322,12.9125,6.17925
140.323,12.9125,6.17925
140.324,12.9125,6.17925
140.332,12.9125,6.17925
140.333,12.9125,6.17925
140.334,12.9125,6.17925
140.342,12.9125,6.17925
140.343,12.9124,6.17927
140.344,12.9124,6.17927
140.352,12.9124,6.17927
140.353,12.9124,6.17927
140.354,12.9124,6.17927
140.362,12.9124,6.17927
140.363,12.9124,6.17927
140.364,12.9124,6.17927
140.372,12.9124,6.17927
140.373,12.9124,6.17917
140.374,12.9124,6.17917
140.382,12.9124,6.17917
140.383,12.9124,6.17917
140.384,12.9124,6.17917
140.392,12.9124,6.17917
140.393,12.9124,6.17917
140.394,12.9124,6.17917
140.402,12.9124,6.17917
140.403,12.9124,6.17917
140.404,12.9124,6.17917
140.412,12.9124,6.17917
140.413,12.9125,6.17882
140.414,12.9125,6.17882
140.422,12.9125,6.17882
140.423,12.9125,6.17882
140.424,12.9125,6.17882
140.432,12.9125,6.17882
140.433,12.9125,6.17882
140.434,12.9125,6.17882
140.442,12.9125,6.17882
140.443,12.9126,6.1783
140.444,12.9126,6.1783
140.452,12.9126,6.1783
140.453,12.9126,6.1783
140.454,12.9126,6.1783
140.462,12.9126,6.1783
140.463,12.9126,6.1783
140.464,12.9126,6.1783
140.472,12.9126,6.1783
140.473,12.9126,6.1783
140.474,12.9128,6.17775
140.482,12.9128,6.17775
140.483,12.9128,6.17775
140.484,12.9128,6.17775
140.492,12.9128,6.17775
140.493,12.9128,6.17775
140.494,12.9128,6.17775
140.502,12.9128,6.17775
140.503,12.9128,6.17775
140.504,12.9128,6.17775
140.512,12.9128,6.17775
140.513,12.913,6.1771
140.514,12.913,6.1771
140.522,12.913,6.1771
140.523,12.913,6.1771
140.524,12.913,6.1771
140.532,12.913,6.1771
140.533,12.913,6.1771
140.534,12.913,6.1771
140.542,12.913,6.1771
140.543,12.9133,6.17642
140.544,12.9133,6.17642
140.552,12.9133,6.17642
140.553,12.9133,6.17642
140.554,12.9133,6.17642
140.562,12.9133,6.17642
140.563,12.9133,6.17642
140.564,12.9133,6.17642
140.572,12.9133,6.17642
140.573,12.9133,6.17642
140.574,12.9133,6.17642
140.582,12.9133,6.17642
140.583,12.9137,6.17561
140.584,12.9137,6.17561
140.592,12.9137,6.17561
140.593,12.9137,6.17561
140.594,12.9137,6.17561
140.602,12.9137,6.17561
140.603,12.9137,6.17561
140.604,12.9137,6.17561
140.612,12.9137,6.17561
140.613,12.914,6.17462
140.614,12.914,6.17462
140.622,12.914,6.17462
140.623,12.914,6.17462
140.624,12.914,6.17462
140.632,12.914,6.17462
140.633,12.914,6.17462
140.634,12.914,6.17462
140.642,12.914,6.17462
140.643,12.914,6.17462
140.644,12.9143,6.17348
140.652,12.9143,6.17348
140.653,12.9143,6.17348
140.654,12.9143,6.17348
140.662,12.9143,6.17348
140.663,12.9143,6.17348
140.664,12.9143,6.17348
140.672,12.9143,6.17348
140.673,12.9143,6.17348
140.674,12.9143,6.17348
140.682,12.9143,6.17348
140.683,12.9147,6.17221
140.684,12.9147,6.17221
140.692,12.9147,6.17221
140.693,12.9147,6.17221
140.694,12.9147,6.17221
140.702,12.9147,6.17221
140.703,12.9147,6.17221
140.704,12.9147,6.17221
140.712,12.9147,6.17221
140.713,12.9149,6.17065
140.714,12.9149,6.17065
140.722,12.9149,6.17065
140.723,12.9149,6.17065
140.724,12.9149,6.17065
140.732,12.9149,6.17065
140.733,12.9149,6.17065
140.734,12.9149,6.17065
140.742,12.9149,6.17065
140.743,12.9149,6.17065
140.744,12.9149,6.17065
140.752,12.9149,6.17065
140.753,12.9151,6.169
140.754,12.9151,6.169
140.762,12.9151,6.169
140.763,12.9151,6.169
140.764,12.9151,6.169
140.772,12.9151,6.169
140.773,12.9151,6.169
140.774,12.9151,6.169
140.782,12.9151,6.169
140.783,12.9152,6.16727
140.784,12.9152,6.16727
140.792,12.9152,6.16727
140.793,12.9152,6.16727
140.794,12.9152,6.16727
140.802,12.9152,6.16727
140.803,12.9152,6.16727
140.804,12.9152,6.16727
140.812,12.9152,6.16727
140.813,12.9152,6.16727
140.814,12.9153,6.16547
140.822,12.9153,6.16547
140.823,12.9153,6.16547
140.824,12.9153,6.16547
140.832,12.9153,6.16547
140.833,12.9153,6.16547
140.834,12.9153,6.16547
140.842,12.9153,6.16547
140.843,12.9153,6.16547
140.844,12.9153,6.16547
140.852,12.9153,6.16547
140.853,12.9154,6.1636
140.854,12.9154,6.1636
140.862,12.9154,6.1636
140.863,12.9154,6.1636
140.864,12.9154,6.1636
140.872,12.9154,6.1636
140.873,12.9154,6.1636
140.874,12.9154,6.1636
140.882,12.9154,6.1636
140.883,12.9154,6.16166
140.884,12.9154,6.16166
140.892,12.9154,6.16166
140.893,12.9154,6.16166
140.894,12.9154,6.16166
140.902,12.9154,6.16166
140.903,12.9154,6.16166
140.904,12.9154,6.16166
140.912,12.9154,6.16166
140.913,12.9154,6.16166
140.914,12.9154,6.16166
140.922,12.9154,6.16166
140.923,12.9154,6.15966
140.924,12.9154,6.15966
140.932,12.9154,6.15966
140.933,12.9154,6.15966
140.934,12.9154,6.15966
140.942,12.9154,6.15966
140.943,12.9154,6.15966
140.944,12.9154,6.15966
140.952,12.9154,6.15966
140.953,12.9153,6.15762
140.954,12.9153,6.15762
140.962,12.9153,6.15762
140.963,12.9153,6.15762
140.964,12.9153,6.15762
140.972,12.9153,6.15762
140.973,12.9153,6.15762
140.974,12.9153,6.15762
140.982,12.9153,6.15762
140.983,12.9153,6.15762
140.984,12.9152,6.15557
140.992,12.9152,6.15557
140.993,12.9152,6.15557
140.994,12.9152,6.15557
141.002,12.9152,6.15557
141.003,12.9152,6.15557
141.004,12.9152,6.15557
141.012,12.9152,6.15557
141.013,12.9152,6.15557
141.014,12.9152,6.15557
141.022,12.9152,6.15557
141.023,12.915,6.15349
141.024,12.915,6.15349
141.032,12.915,6.15349
141.033,12.915,6.15349
141.034,12.915,6.15349
141.042,12.915,6.15349
141.043,12.915,6.15349
141.044,12.915,6.15349
141.052,12.915,6.15349
141.053,12.9148,6.15138
141.054,12.9148,6.15138
141.062,12.9148,6.15138
141.063,12.9148,6.15138
141.064,12.9148,6.15138
141.072,12.9148,6.15138
141.073,12.9148,6.15138
141.074,12.9148,6.15138
141.082,12.9148,6.15138
141.083,12.9148,6.15138
141.084,12.9148,6.15138
141.092,12.9148,6.15138
141.093,12.9146,6.14924
141.094,12.9146,6.14924
141.102,12.9146,6.14924
141.103,12.9146,6.14924
141.104,12.9146,6.14924
141.112,12.9146,6.14924
141.113,12.9146,6.14924
141.114,12.9146,6.14924
141.122,12.9146,6.14924
141.123,12.9143,6.14709
141.124,12.9143,6.14709
141.132,12.9143,6.14709
141.133,12.9143,6.14709
141.134,12.9143,6.14709
141.142,12.9143,6.14709
141.143,12.9143,6.14709
141.144,12.9143,6.14709
141.152,12.9143,6.14709
141.153,12.9143,6.14709
141.154,12.9139,6.14491
141.162,12.9139,6.14491
141.163,12.9139,6.14491
141.164,12.9139,6.14491
141.172,12.9139,6.14491
141.173,12.9139,6.14491
141.174,12.9139,6.14491
141.182,12.9139,6.14491
141.183,12.9139,6.14491
141.184,12.9139,6.14491
141.192,12.9139,6.14491
141.193,12.9135,6.14273
141.194,12.9135,6.14273
141.202,12.9135,6.14273
141.203,12.9135,6.14273
141.204,12.9135,6.14273
141.212,12.9135,6.14273
141.213,12.9135,6.14273
141.214,12.9135,6.14273
141.222,12.9135,6.14273
141.223,12.9131,6.14055
141.224,12.9131,6.14055
141.232,12.9131,6.14055
141.233,12.9131,6.14055
141.234,12.9131,6.14055
141.242,12.9131,6.14055
141.243,12.9131,6.14055
141.244,12.9131,6.14055
141.252,12.9131,6.14055
141.253,12.9131,6.14055
141.254,12.9131,6.14055
141.262,12.9131,6.14055
141.263,12.9126,6.13836
141.264,12.9126,6.13836
141.272,12.9126,6.13836
141.273,12.9126,6.13836
141.274,12.9126,6.13836
141.282,12.9126,6.13836
141.283,12.9126,6.13836
141.284,12.9126,6.13836
141.292,12.9126,6.13836
141.293,12.9121,6.13617
141.294,12.9121,6.13617
141.302,12.9121,6.13617
141.303,12.9121,6.13617
141.304,12.9121,6.13617
141.312,12.9121,6.13617
141.313,12.9121,6.13617
141.314,12.9121,6.13617
141.322,12.9121,6.13617
141.323,12.9121,6.13617
