Time (s),x,y
140.034,-0.989899,5.3291
140.035,-0.989899,5.3291
140.05,-0.989899,5.3291
140.051,-0.989899,5.3291
140.052,-0.989899,5.3291
140.067,-0.989899,5.3291
140.068,-0.987126,5.32805
140.069,-0.987126,5.32805
140.084,-0.987126,5.32805
140.085,-0.987126,5.32805
140.086,-0.987126,5.32805
140.101,-0.987126,5.32805
140.102,-0.984267,5.32693
140.103,-0.984267,5.32693
140.118,-0.984267,5.32693
140.119,-0.984267,5.32693
140.12,-0.984267,5.32693
140.135,-0.984267,5.32693
140.136,-0.981324,5.32579
140.137,-0.981324,5.32579
140.152,-0.981324,5.32579
140.153,-0.981324,5.32579
140.154,-0.981324,5.32579
140.169,-0.981324,5.32579
140.17,-0.978303,5.3247
140.171,-0.978303,5.3247
140.186,-0.978303,5.3247
140.187,-0.978303,5.3247
140.188,-0.978303,5.3247
140.203,-0.978303,5.3247
140.204,-0.975199,5.32355
140.205,-0.975199,5.32355
140.22,-0.975199,5.32355
140.221,-0.975199,5.32355
140.222,-0.975199,5.32355
140.237,-0.975199,5.32355
140.238,-0.972028,5.32269
140.239,-0.972028,5.32269
140.254,-0.972028,5.32269
140.255,-0.972028,5.32269
140.256,-0.972028,5.32269
140.271,-0.972028,5.32269
140.272,-0.968787,5.32203
140.273,-0.968787,5.32203
140.288,-0.968787,5.32203
140.289,-0.968787,5.32203
140.29,-0.968787,5.32203
140.305,-0.968787,5.32203
140.306,-0.96547,5.32138
140.307,-0.96547,5.32138
140.322,-0.96547,5.32138
140.323,-0.96547,5.32138
140.324,-0.96547,5.32138
140.339,-0.96547,5.32138
140.34,-0.962076,5.32071
140.341,-0.962076,5.32071
140.356,-0.962076,5.32071
140.357,-0.962076,5.32071
140.358,-0.962076,5.32071
140.373,-0.962076,5.32071
140.374,-0.958608,5.32005
140.375,-0.958608,5.32005
140.39,-0.958608,5.32005
140.391,-0.958608,5.32005
140.392,-0.958608,5.32005
140.407,-0.958608,5.32005
140.408,-0.955066,5.31941
140.409,-0.955066,5.31941
140.424,-0.955066,5.31941
140.425,-0.955066,5.31941
140.426,-0.955066,5.31941
140.441,-0.955066,5.31941
140.442,-0.951455,5.31886
140.443,-0.951455,5.31886
140.458,-0.951455,5.31886
140.459,-0.951455,5.31886
140.46,-0.951455,5.31886
140.475,-0.951455,5.31886
140.476,-0.947779,5.31846
140.477,-0.947779,5.31846
140.492,-0.947779,5.31846
140.493,-0.947779,5.31846
140.494,-0.947779,5.31846
140.509,-0.947779,5.31846
140.51,-0.94403,5.318
140.511,-0.94403,5.318
140.526,-0.94403,5.318
140.527,-0.94403,5.318
140.528,-0.94403,5.318
140.543,-0.94403,5.318
140.544,-0.94021,5.31751
140.545,-0.94021,5.31751
140.56,-0.94021,5.31751
140.561,-0.94021,5.31751
140.562,-0.94021,5.31751
140.577,-0.94021,5.31751
140.578,-0.936316,5.31689
140.579,-0.936316,5.31689
140.594,-0.936316,5.31689
140.595,-0.936316,5.31689
140.596,-0.936316,5.31689
140.611,-0.936316,5.31689
140.612,-0.932356,5.31631
140.613,-0.932356,5.31631
140.628,-0.932356,5.31631
140.629,-0.932356,5.31631
140.63,-0.932356,5.31631
140.645,-0.932356,5.31631
140.646,-0.928334,5.31582
140.647,-0.928334,5.31582
140.662,-0.928334,5.31582
140.663,-0.928334,5.31582
140.664,-0.928334,5.31582
140.679,-0.928334,5.31582
140.68,-0.924252,5.31548
140.681,-0.924252,5.31548
140.696,-0.924252,5.31548
140.697,-0.924252,5.31548
140.698,-0.924252,5.31548
140.713,-0.924252,5.31548
140.714,-0.920114,5.31536
140.715,-0.920114,5.31536
140.73,-0.920114,5.31536
140.731,-0.920114,5.31536
140.732,-0.920114,5.31536
140.747,-0.920114,5.31536
140.748,-0.915912,5.31524
140.749,-0.915912,5.31524
140.764,-0.915912,5.31524
140.765,-0.915912,5.31524
140.766,-0.915912,5.31524
140.781,-0.915912,5.31524
140.782,-0.911648,5.31513
140.783,-0.911648,5.31513
140.798,-0.911648,5.31513
140.799,-0.911648,5.31513
140.8,-0.911648,5.31513
140.815,-0.911648,5.31513
140.816,-0.907315,5.31482
140.817,-0.907315,5.31482
140.832,-0.907315,5.31482
140.833,-0.907315,5.31482
140.834,-0.907315,5.31482
140.849,-0.907315,5.31482
140.85,-0.902921,5.31446
140.851,-0.902921,5.31446
140.866,-0.902921,5.31446
140.867,-0.902921,5.31446
140.868,-0.902921,5.31446
140.883,-0.902921,5.31446
140.884,-0.898468,5.31411
140.885,-0.898468,5.31411
140.9,-0.898468,5.31411
140.901,-0.898468,5.31411
140.902,-0.898468,5.31411
140.917,-0.898468,5.31411
140.918,-0.893958,5.31377
140.919,-0.893958,5.31377
140.934,-0.893958,5.31377
140.935,-0.893958,5.31377
140.936,-0.893958,5.31377
140.951,-0.893958,5.31377
140.952,-0.889401,5.31375
140.953,-0.889401,5.31375
140.968,-0.889401,5.31375
140.969,-0.889401,5.31375
140.97,-0.889401,5.31375
140.985,-0.889401,5.31375
140.986,-0.88479,5.31377
140.987,-0.88479,5.31377
141.002,-0.88479,5.31377
141.003,-0.88479,5.31377
141.004,-0.88479,5.31377
141.019,-0.88479,5.31377
141.02,-0.88012,5.31369
141.021,-0.88012,5.31369
141.036,-0.88012,5.31369
141.037,-0.88012,5.31369
141.038,-0.88012,5.31369
141.053,-0.88012,5.31369
141.054,-0.875396,5.3136
141.055,-0.875396,5.3136
141.07,-0.875396,5.3136
141.071,-0.875396,5.3136
141.072,-0.875396,5.3136
141.087,-0.875396,5.3136
141.088,-0.870614,5.31335
141.089,-0.870614,5.31335
141.104,-0.870614,5.31335
141.105,-0.870614,5.31335
141.106,-0.870614,5.31335
141.121,-0.870614,5.31335
141.122,-0.865781,5.31311
141.123,-0.865781,5.31311
141.138,-0.865781,5.31311
141.139,-0.865781,5.31311
141.14,-0.865781,5.31311
141.155,-0.865781,5.31311
141.156,-0.8609,5.31297
141.157,-0.8609,5.31297
141.172,-0.8609,5.31297
141.173,-0.8609,5.31297
141.174,-0.8609,5.31297
141.189,-0.8609,5.31297
141.19,-0.855973,5.31295
141.191,-0.855973,5.31295
141.206,-0.855973,5.31295
141.207,-0.855973,5.31295
141.208,-0.855973,5.31295
141.223,-0.855973,5.31295
141.224,-0.851001,5.31305
141.225,-0.851001,5.31305
141.24,-0.851001,5.31305
141.241,-0.851001,5.31305
141.242,-0.851001,5.31305
141.257,-0.851001,5.31305
141.258,-0.845984,5.31325
141.259,-0.845984,5.31325
141.274,-0.845984,5.31325
141.275,-0.845984,5.31325
141.276,-0.845984,5.31325
141.291,-0.845984,5.31325
141.292,-0.840922,5.31352
141.293,-0.840922,5.31352
141.308,-0.840922,5.31352
141.309,-0.840922,5.31352
141.31,-0.840922,5.31352
141.325,-0.840922,5.31352
141.326,-0.835807,5.3135
141.327,-0.835807,5.3135
141.342,-0.835807,5.3135
141.343,-0.835807,5.3135
141.344,-0.835807,5.3135
