Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.034,140.954,0.92
254,140.034,144.354,4.32
259,157.714,162.642,4.928
263,168.97,172.638,3.668
268,169.487,171.518,2.031
276,182.914,184.44,1.526
285,203.102,204.235,1.133
