Time (s),Agent ID,Distance
140.044,216,16.8248
140.044,222,4.61167
140.044,223,4.60911
140.044,224,5.49322
140.045,216,16.8248
140.045,222,4.61167
140.045,223,4.60911
140.045,224,5.49322
140.059,216,16.8248
140.059,222,4.61167
140.059,223,4.60911
140.059,224,5.49322
140.06,216,16.8248
140.06,222,4.61167
140.06,223,4.60911
140.06,224,5.49322
140.061,216,16.8248
140.061,222,4.61167
140.061,223,4.60911
140.061,224,5.49322
140.075,216,16.8248
140.075,222,4.61167
140.075,223,4.60911
140.075,224,5.49322
140.076,216,16.8207
140.076,222,4.60179
140.076,223,4.59942
140.076,224,5.48326
140.077,216,16.8207
140.077,222,4.60179
140.077,223,4.59942
140.077,224,5.48326
140.091,216,16.8207
140.091,222,4.60179
140.091,223,4.59942
140.091,224,5.48326
140.092,216,16.8207
140.092,222,4.60179
140.092,223,4.59942
140.092,224,5.48326
140.093,216,16.8207
140.093,222,4.60179
140.093,223,4.59942
140.093,224,5.48326
140.107,216,16.8207
140.107,222,4.60179
140.107,223,4.59942
140.107,224,5.48326
140.108,216,16.8164
140.108,222,4.59196
140.108,223,4.58965
140.108,224,5.47318
140.109,216,16.8164
140.109,222,4.59196
140.109,223,4.58965
140.109,224,5.47318
140.123,216,16.8164
140.123,222,4.59196
140.123,223,4.58965
140.123,224,5.47318
140.124,216,16.8164
140.124,222,4.59196
140.124,223,4.58965
140.124,224,5.47318
140.125,216,16.8164
140.125,222,4.59196
140.125,223,4.58965
140.125,224,5.47318
140.139,216,16.8164
140.139,222,4.59196
140.139,223,4.58965
140.139,224,5.47318
140.14,216,16.812
140.14,222,4.58197
140.14,223,4.57977
140.14,224,5.46294
140.141,216,16.812
140.141,222,4.58197
140.141,223,4.57977
140.141,224,5.46294
140.155,216,16.812
140.155,222,4.58197
140.155,223,4.57977
140.155,224,5.46294
140.156,216,16.812
140.156,222,4.58197
140.156,223,4.57977
140.156,224,5.46294
140.157,216,16.812
140.157,222,4.58197
140.157,223,4.57977
140.157,224,5.46294
140.171,216,16.812
140.171,222,4.58197
140.171,223,4.57977
140.171,224,5.46294
140.172,216,16.8073
140.172,222,4.57188
140.172,223,4.56976
140.172,224,5.45258
140.173,216,16.8073
140.173,222,4.57188
140.173,223,4.56976
140.173,224,5.45258
140.187,216,16.8073
140.187,222,4.57188
140.187,223,4.56976
140.187,224,5.45258
140.188,216,16.8073
140.188,222,4.57188
140.188,223,4.56976
140.188,224,5.45258
140.189,216,16.8073
140.189,222,4.57188
140.189,223,4.56976
140.189,224,5.45258
140.203,216,16.8073
140.203,222,4.57188
140.203,223,4.56976
140.203,224,5.45258
140.204,216,16.8024
140.204,222,4.56138
140.204,223,4.5594
140.204,224,5.44194
140.205,216,16.8024
140.205,222,4.56138
140.205,223,4.5594
140.205,224,5.44194
140.219,216,16.8024
140.219,222,4.56138
140.219,223,4.5594
140.219,224,5.44194
140.22,216,16.8024
140.22,222,4.56138
140.22,223,4.5594
140.22,224,5.44194
140.221,216,16.8024
140.221,222,4.56138
140.221,223,4.5594
140.221,224,5.44194
140.235,216,16.8024
140.235,222,4.56138
140.235,223,4.5594
140.235,224,5.44194
140.236,216,16.7973
140.236,222,4.55066
140.236,223,4.54874
140.236,224,5.43112
140.237,216,16.7973
140.237,222,4.55066
140.237,223,4.54874
140.237,224,5.43112
140.251,216,16.7973
140.251,222,4.55066
140.251,223,4.54874
140.251,224,5.43112
140.252,216,16.7973
140.252,222,4.55066
140.252,223,4.54874
140.252,224,5.43112
140.253,216,16.7973
140.253,222,4.55066
140.253,223,4.54874
140.253,224,5.43112
140.267,216,16.7973
140.267,222,4.55066
140.267,223,4.54874
140.267,224,5.43112
140.268,216,16.7973
140.268,222,4.55066
140.268,223,4.54874
140.268,224,5.43112
140.269,216,16.7973
140.269,222,4.55066
140.269,223,4.54874
140.269,224,5.43112
140.283,216,16.7921
140.283,222,4.53991
140.283,223,4.53796
140.283,224,5.42015
140.284,216,16.7921
140.284,222,4.53991
140.284,223,4.53796
140.284,224,5.42015
140.285,216,16.7921
140.285,222,4.53991
140.285,223,4.53796
140.285,224,5.42015
140.299,216,16.7921
140.299,222,4.53991
140.299,223,4.53796
140.299,224,5.42015
140.3,216,16.7921
140.3,222,4.53991
140.3,223,4.53796
140.3,224,5.42015
140.301,216,16.7921
140.301,222,4.53991
140.301,223,4.53796
140.301,224,5.42015
140.315,216,16.7921
140.315,222,4.53991
140.315,223,4.53796
140.315,224,5.42015
140.316,216,16.7866
140.316,222,4.52925
140.316,223,4.52708
140.316,224,5.40906
140.317,216,16.7866
140.317,222,4.52925
140.317,223,4.52708
140.317,224,5.40906
140.331,216,16.7866
140.331,222,4.52925
140.331,223,4.52708
140.331,224,5.40906
140.332,216,16.7866
140.332,222,4.52925
140.332,223,4.52708
140.332,224,5.40906
140.333,216,16.7866
140.333,222,4.52925
140.333,223,4.52708
140.333,224,5.40906
140.347,216,16.7866
140.347,222,4.52925
140.347,223,4.52708
140.347,224,5.40906
140.348,216,16.7811
140.348,222,4.5184
140.348,223,4.51614
140.348,224,5.39784
140.349,216,16.7811
140.349,222,4.5184
140.349,223,4.51614
140.349,224,5.39784
140.363,216,16.7811
140.363,222,4.5184
140.363,223,4.51614
140.363,224,5.39784
140.364,216,16.7811
140.364,222,4.5184
140.364,223,4.51614
140.364,224,5.39784
140.365,216,16.7811
140.365,222,4.5184
140.365,223,4.51614
140.365,224,5.39784
140.379,216,16.7811
140.379,222,4.5184
140.379,223,4.51614
140.379,224,5.39784
140.38,216,16.7753
140.38,222,4.50713
140.38,223,4.50493
140.38,224,5.3864
140.381,216,16.7753
140.381,222,4.50713
140.381,223,4.50493
140.381,224,5.3864
140.395,216,16.7753
140.395,222,4.50713
140.395,223,4.50493
140.395,224,5.3864
140.396,216,16.7753
140.396,222,4.50713
140.396,223,4.50493
140.396,224,5.3864
