Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.036,140.683,0.647
254,140.036,143.092,3.056
259,152.651,156.187,3.536
263,160.675,163.324,2.649
268,161.083,162.54,1.457
276,170.668,171.756,1.088
285,185.084,185.9,0.816
