Time (s),Agent ID,Distance
140.039,145,6.35191
140.039,146,6.26554
140.039,147,9.05119
140.039,148,15.3226
140.039,149,1.64061
140.04,145,6.35191
140.04,146,6.26554
140.04,147,9.05119
140.04,148,15.3226
140.04,149,1.64061
140.055,145,6.35191
140.055,146,6.26554
140.055,147,9.05119
140.055,148,15.3226
140.055,149,1.64061
140.056,145,6.35191
140.056,146,6.26554
140.056,147,9.05119
140.056,148,15.3226
140.056,149,1.64061
140.057,145,6.35191
140.057,146,6.26554
140.057,147,9.05119
140.057,148,15.3226
140.057,149,1.64061
140.072,145,6.35191
140.072,146,6.26554
140.072,147,9.05119
140.072,148,15.3226
140.072,149,1.64061
140.073,145,6.34498
140.073,146,6.25845
140.073,147,9.04398
140.073,148,15.3159
140.073,149,1.64465
140.074,145,6.34498
140.074,146,6.25845
140.074,147,9.04398
140.074,148,15.3159
140.074,149,1.64465
140.089,145,6.34498
140.089,146,6.25845
140.089,147,9.04398
140.089,148,15.3159
140.089,149,1.64465
140.09,145,6.34498
140.09,146,6.25845
140.09,147,9.04398
140.09,148,15.3159
140.09,149,1.64465
140.091,145,6.34498
140.091,146,6.25845
140.091,147,9.04398
140.091,148,15.3159
140.091,149,1.64465
140.106,145,6.34498
140.106,146,6.25845
140.106,147,9.04398
140.106,148,15.3159
140.106,149,1.64465
140.107,145,6.33809
140.107,146,6.25138
140.107,147,9.03678
140.107,148,15.3091
140.107,149,1.64861
140.108,145,6.33809
140.108,146,6.25138
140.108,147,9.03678
140.108,148,15.3091
140.108,149,1.64861
140.123,145,6.33809
140.123,146,6.25138
140.123,147,9.03678
140.123,148,15.3091
140.123,149,1.64861
140.124,145,6.33809
140.124,146,6.25138
140.124,147,9.03678
140.124,148,15.3091
140.124,149,1.64861
140.125,145,6.33809
140.125,146,6.25138
140.125,147,9.03678
140.125,148,15.3091
140.125,149,1.64861
140.14,145,6.33809
140.14,146,6.25138
140.14,147,9.03678
140.14,148,15.3091
140.14,149,1.64861
140.141,145,6.33115
140.141,146,6.2443
140.141,147,9.02957
140.141,148,15.3023
140.141,149,1.65253
140.142,145,6.33115
140.142,146,6.2443
140.142,147,9.02957
140.142,148,15.3023
140.142,149,1.65253
140.157,145,6.33115
140.157,146,6.2443
140.157,147,9.02957
140.157,148,15.3023
140.157,149,1.65253
140.158,145,6.33115
140.158,146,6.2443
140.158,147,9.02957
140.158,148,15.3023
140.158,149,1.65253
140.159,145,6.33115
140.159,146,6.2443
140.159,147,9.02957
140.159,148,15.3023
140.159,149,1.65253
140.174,145,6.33115
140.174,146,6.2443
140.174,147,9.02957
140.174,148,15.3023
140.174,149,1.65253
140.175,145,6.32418
