Agent Id,Init Time (s),End Time (s),Time In Personal Area
252,140.034,140.338,0.304
254,140.034,141.426,1.392
259,145.914,147.547,1.633
263,149.659,150.883,1.224
268,149.859,150.539,0.68
276,154.348,154.827,0.479
285,161.044,161.452,0.408
